,category,dev,dev_category,dev_loc,explain,org,purpose,regis_day,service,service_category,service_start,title
46,모바일앱 ( iOS ),Minah Kim,기타,서울특별시,"['미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스', '초단기실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.']","['한국환경공단', '기상청']","한국환경공단, 기상청의 공공데이터를 활용하여 기상정보를 제공합니다.",2018-05-10,"['대기오염정보 조회 서비스', '(신)동네예보정보조회서비스']",분류 : 환경기상,2018-05-09,날찌
47,모바일앱 ( 안드로이드 ),(주)엑스아이커뮤니케이션즈,중소기업 및 종사자,부산광역시,['동물보호관리시스템의 유기동물 정보를 조회할 수 있다.'],['농림축산식품부 농림축산검역본부'],농림축산식품부의 공공데이터를 활용하여 유기동물 정보를 제공합니다.,2018-05-10,['동물보호관리시스템 유기동물 조회 서비스'],분류 : 농축수산,2018-05-09,펫보호소
48,웹사이트 ( ),전지은,기타,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.']","['한국관광공사', '한국관광공사']",한국관광공사의 공공데이터를 활용하여 여행 정보를 제공합니다.,2018-05-10,"['국문 관광정보 서비스', '영문 관광정보 서비스']",분류 : 문화관광,2018-05-10,Trip Inside
49,모바일앱 ( 안드로이드 ),TheHappySoft,기타,서울특별시,"['초단기실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.', '미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스', '각 측정소별 확정농도 정보와 기간별(연별,월별,일자별) 통계수치 정보를 조회하는 대기오염통계 서비스', 'TM 좌표기반으로 가까운 측정소 정보를 제공하고, 측정소 상세정보 및 읍면동 이름으로 TM 기준좌표 내역을 제공하는 측정소정보 조회 서비스']","['기상청', '한국환경공단', '한국환경공단', '한국환경공단']","한국환경공단, 기상청의 공공데이터를 활용하여 기상정보를 제공합니다.",2018-05-10,"['(신)동네예보정보조회서비스', '대기오염정보 조회 서비스', '대기오염통계 서비스', '측정소정보 조회 서비스']",분류 : 환경기상,2018-02-03,킁킁이
50,모바일앱 ( 안드로이드 ),국이짜다,기타,서울특별시,[''],['기타'],서울 열린데이터광장의 공공데이터를 활용하여 지하철 정보를 제공합니다.,2018-05-03,['서울 열린데이터광장 : 서울시 지하철 실시간 정보'],분류 : 교통물류,2018-03-21,실시간 지하철
51,모바일앱 ( 안드로이드 ),Team Koing,기타,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.', '코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.']","['한국관광공사', '한국관광공사']",한국관광공사의 공공데이터를 활용하여 여행 정보를 제공합니다.,2018-05-03,"['국문 관광정보 서비스', '영문 관광정보 서비스']",분류 : 문화관광,2017-11-03,Koing
52,모바일앱 ( 안드로이드 ),J2YES,기타,서울특별시,"['부동산 거래신고에 관한 법률에 따라 신고된 아파트 매매 자료(아파트, 면적, 지번등)를 제공하는 아파트 매매 신고 조회 서비스', '부동산 거래신고에 관한 법률에 따라 신고된 단독다가구 매매 자료(단독다가구, 면적등)를 제공하는 단독다가구 매매 신고 조회 서비스']","['국토교통부', '국토교통부']",국토교통부의 공공데이터를 활용하여 실거래가 정보를 제공합니다.,2018-05-03,"['아파트매매 실거래자료', '단독/다가구 매매 실거래 자료']",분류 : 국토관리,2017-09-17,부동산 실거래가 조회
53,모바일앱 ( 안드로이드 ),Astar Co.,기타,서울특별시,"['초단기실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.', '각종 기상자료를 응용하여 일반 국민의 일상생활 및 보건에 활용할 수 있도록 생산된 정보인 생활기상지수( 부패지수, 체감온도 등)를 특정위치(지점번호)별로 조회할 수 있는 서비스 입니다.\n*산불위험지수, 실효습도, 황사영향지수는 서비스 되지 않습니다.']","['기상청', '기상청']",기상청의 공공데이터를 활용하여 기상정보를 제공합니다.,2018-05-03,"['(신)동네예보정보조회서비스', '(신)생활기상지수조회']",분류 : 환경기상,2017-12-03,"체감온도, 체감날씨"
54,모바일앱 ( 안드로이드 ),kjun,기타,서울특별시,"['미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스']",['한국환경공단'],한국환경공단의 공공데이터를 활용하여 서천 미세먼지 정보를 제공합니다.,2018-05-02,['대기오염정보 조회 서비스'],분류 : 환경기상,2018-04-21,서천미세먼지
55,모바일앱 ( 안드로이드 ),DSAPPCENTER,기타,서울특별시,"['부산광역시 공중화장실의 관리기관, 개방시간, 연락처, 화장실명 등 정보 제공']",['부산광역시'],부산광역시의 공공데이터를 활용하여 공중화장실 정보를 제공합니다.,2018-05-02,['부산광역시 공중화장실정보'],분류 : 공공행정,2017-11-26,헐레벌떡
56,모바일앱 ( 안드로이드 ),한경컴공앱센터,기타,서울특별시,[''],['기타'],서울 열린데이터광장의 공공데이터를 활용하여 서울시 공공와이파이 정보를 제공합니다.,2018-05-01,['서울 열린데이터광장 : 서울시 공공와이파이 위치정보'],분류 : 과학기술,2016-12-19,서울시 삼천파이
57,모바일앱 ( 안드로이드 ),DDLab,기타,서울특별시,"['미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스']",['한국환경공단'],한국환경공단의 공공데이터를 활용하여 미세먼지 정보를 제공합니다.,2018-04-30,['대기오염정보 조회 서비스'],분류 : 환경기상,2017-10-26,미세양
58,모바일앱 ( iOS ),Yun seo Kim,기타,서울특별시,"['전기자동차 보급 활성화 및 전기자동차 사용자를 위한 전국 급속충전기 운영현황 실시간 제공(충전소명, 위치, 상태정보, 운영시간)', '지역명/충전소명 등을 기준으로 전기차충전소 위치(상세주소)를 조회하는 전기차충전소정보 조회 서비스']","['한국환경공단', '한국전력공사']","한국환경공단, 한국전력공사의 공공데이터를 활용하여 전기차충전소 정보를 제공합니다.",2018-04-30,"['전기자동차 공공충전소 현황', '전기차충전소정보 조회 서비스']",분류 : 환경기상,2018-04-30,PlugStation
59,모바일앱 ( 안드로이드 ),넥스트스토리,기타,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],한국관광공사의 공공데이터를 활용하여 여행 정보를 제공합니다.,2018-04-30,['국문 관광정보 서비스'],분류 : 문화관광,2018-04-27,조인나우
60,웹사이트 ( ),주식회사 티로그,중소기업 및 종사자,부산광역시,"['건강보험심사평가원에서 관리하는 약국 정보를 조회할 수 있는 서비스', '건강보험심사평가원에서 관리하는 의료기관별 상세정보를 조회하는 서비스', '건강보험심사평가원에서 관리하는 병원 정보를 조회하는 서비스']","['건강보험심사평가원', '건강보험심사평가원', '건강보험심사평가원']",건강보험심사평가원의 공공데이터를 활용하여 병원 및 약국 정보를 제공합니다.,2018-04-27,"['약국정보서비스', '의료기관별상세정보서비스', '병원정보서비스']",분류 : 보건의료,2018-04-27,좋은병원
61,웹사이트 ( ),KOMACHINE Co,중소기업 및 종사자,서울특별시,[''],['기타'],국가산업단지의 공공데이터를 활용하여 산업동향 정보를 제공합니다.,2018-04-27,['국가산업단지: 산업동향 및 통계자료'],분류 : 산업고용,2018-04-27,코머신
62,모바일앱 ( 안드로이드 ),부동산미래 - (주)단비온,중소기업 및 종사자,서울특별시,"['부동산 거래신고에 관한 법률에 따라 신고된 아파트 매매 자료(아파트, 면적, 지번등)를 제공하는 아파트 매매 신고 조회 서비스', '부동산 거래신고에 관한 법률에 따라 신고된 연립다세대 매매 자료(연립다세데, 면적, 지번 등)를 제공하는 연립다세대 매매 신고 조회 서비스', '부동산 거래신고에 관한 법률에 따라 신고된 단독다가구 매매 자료(단독다가구, 면적등)를 제공하는 단독다가구 매매 신고 조회 서비스']","['국토교통부', '국토교통부', '국토교통부']",국토교통부의 공공데이터를 활용하여 부동산 실거래가 정보를 제공합니다.,2018-04-25,"['아파트매매 실거래자료', '연립다세대 매매 실거래자료', '단독/다가구 매매 실거래 자료']",분류 : 국토관리,2017-12-25,부동산 실거래가
63,모바일앱 ( iOS ),SungJu Lee,기타,서울특별시,"['초단기실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.', '미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스']","['기상청', '한국환경공단']","한국환경공단, 기상청의 공공데이터를 활용하여 날씨 정보를 제공합니다.",2018-04-25,"['(신)동네예보정보조회서비스', '대기오염정보 조회 서비스']",분류 : 환경기상,2018-04-25,SimpleWeather
64,모바일앱 ( 안드로이드 ),PamilyGame,기타,서울특별시,"['부동산 거래신고에 관한 법률에 따라 신고된 아파트 매매 자료(아파트, 면적, 지번등)를 제공하는 아파트 매매 신고 조회 서비스', '매년 1월 1일을 기준으로 표준지의 단위면적당 가격정보', '표준지공시지가를 기준으로 산정한 개별토지의 단위면적당 가격정보']","['국토교통부', '국토교통부', '국토교통부']",국토교통부의 공공데이터를 활용하여 아파트 관련 정보를 제공합니다.,2018-04-25,"['아파트매매 실거래자료', '표준지공시지가정보서비스', '개별공시지가정보서비스']",분류 : 국토관리,2017-11-06,ALL아파트
65,모바일앱 ( 안드로이드 ),j_sieun73,기타,서울특별시,"['코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.']",['한국관광공사'],한국관광공사의 공공데이터를 활용하여 강원도 맛집 정보를 제공합니다.,2018-04-24,['국문 관광정보 서비스'],분류 : 문화관광,2016-11-16,강원도 맛집을 찾아라
