explain,org,service
"방위사업청 국방전자조달시스템(http://www.d2b.go.kr)에서 제공하는 국내/국외/시설공사의 입찰결과정보(공고번호, 입찰명, 발주기관, 입찰결과)를 Open API로 제공",방위사업청,군수품조달정보 입찰결과서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"생활기상정보에 황사정보 중 황사일기도,황사관측,황사위성영상 정보를 조회하는 서비스입니다",기상청,황사정보조회서비스
"부동산 거래신고에 관한 법률에 따라 신고된 아파트 매매 자료(아파트, 면적, 지번등)를 제공하는 아파트 매매 신고 조회 서비스",국토교통부,아파트매매 실거래자료
"지역, 기간을 검색 조건으로 하여 가격지수 통계를 조회 할 수 있는 서비스로 실거래가격지수 통계는 아파트 시럭래가격지수로 이루어져 있다.",한국감정원,실거래가격지수 통계 조회 서비스
한국감정원에서 생산하는 통계지표 중 아파트실거래가격지수를 조회하기 위한 서비스로 기간과 지역코드를 기반으로 아파트실거래가격지수 정보를 조회 할 수 있다.,한국감정원,아파트실거래가격지수 조회 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
주식정보서비스,한국예탁결제원,주식정보서비스
"나라장터에서 체결된 계약정보목록을 물품, 외자, 공사, 용역의각 업무별로 제공하는 서비스로, 각 업무별 계약상세정보, 계약변경이력정보, 계약삭제이력정보를 제공. 또한, 나라장터 검색조건인 계약체결일자, 확정계약번호, 요청번호, 공고번호, 기관명(계약기관, 수요기관), 품명, 계약방법, 계약참조번호에 따른 계약현황정보를 제공",조달청,나라장터 계약정보서비스
"조달청의 나라장터에서 제공하는 물품, 용역, 공사, 외자 입찰공고목록, 입찰공고상세정보, 기초금액정보, 면허제한정보, 참가가능지역정보, 입찰공고 변경이력를 제공하며 나라장터 입찰공고 검색조건으로도 업무별 입찰공고 정보를 제공하는 서비스",조달청,나라장터 입찰공고정보서비스
"나라장터 제공되는 계약과정통합공개를 구현한 서비스로 물품,외자,용역,공사 업무구분에 대하여 사용자가 [입찰공고번호,사전규격등록번호,발주계획번호,조달요청번호] 중 한 번호를 알고 있는 경우 해당 입찰공고의 진행과정 정보(사전규격정보,입찰공고정보,낙찰정보,계약정보 등)를 조회하는 서비스",조달청,나라장터 계약과정통합공개서비스
"나라장터에 등록된 조달업체와 수요기관에 대한 정보를 제공하는 서비스로 조달업체정보에는 사업자등록번호, 업체명, 업체주소, 업체의 등록업종정보, 업체의 공급물품정보가 포함되며 수요기관정보에는 수요기관코드(행자부코드가 기본으로 제공되며 행자부코드가 없을 경우 나라장터 수요기관코드가 제공됨), 소관구분, 주소, 최상위기관코드, 최상위기관명 등이 포함됨",조달청,나라장터 사용자정보서비스
"나라장터 개찰결과를 물품, 공사, 용역, 외자의 업무별로 제공하는 서비스로 각 업무별로 최종낙찰자, 개찰순위, 복수예비가 및 예비가격 정보를 제공하며 개찰완료목록, 재입찰목록, 유찰목록 또한 제공",조달청,나라장터 낙찰정보서비스
나라장터 업종 및 근거법규를 조회하는 서비스 법제처가 분류하고 있는 법 분야에 따라 업종이 분류되어 있으며 법 분야별로 업종을 코드화하여 제공,조달청,나라장터 업종 및 근거법규서비스
"발주기관들이 나라장터에 등록한 발주계획정보를 제공하는 서비스로 각 발주기관들이 당해 회계연도에 조달할 공사, 물품, 용역, 외자에 대한 분기별 발주계획(조달대상, 예산액, 발주예정시기, 발주방법, 발주기관 주소, 연락처 등) 공고 내역를 제공",조달청,나라장터 발주계획현황서비스
"물품, 용역, 외자, 공사 업무별로 나라장터에 공개된 사전규격정보를 제공하는 서비스로 업무별 사전규격 전체목록 및 기관별, 품목별로 사전규격을 조회할 수 있으며 사전규격등록번호, 품명(사업명), 배정예산액, 관련규격서파일, 규격서 의견 등을 제공",조달청,나라장터 사전규격정보서비스
"수요기관 또는 지방청으로부터 나라장터를 통하여 받은 조달요청 정보를 제공하는 서비스로 물품, 공사, 용역, 외자 등 업무 구분별로 조달요청번호, 계약체결형태명, 대표납품장소, 발주기관 내역 정보를 제공",조달청,나라장터 조달요청서비스
"초단기실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.",기상청,(신)동네예보정보조회서비스
생활기상정보에 위성영상정보 중 천리안위성 정보를 조회하는 서비스입니다,기상청,위성영상정보조회서비스
"해양관측자료(부이, 등표, 파고부이)의 관측개시연도, 지점일람표, 부이, 등표, 파고부이의 일값과 월값 정보를 조회하는 해양관측자료(부이, 등표, 파고부이) 월값(월보) 조회 서비스",기상청,"해양관측자료(부이, 등표, 파고부이) 월보"
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"전국 및 지방자치단체 시내버스의 실시간 위치정보를 버스 노선별, 노선 정류소별로 조회한다.
시내버스 정류장정보, 노선정보, 도착예정정보, 노선운행정보, 위치정보 테이블에 실시간 정보로 제공된다.",국토교통부,버스위치정보조회서비스
"전국 및 지방자치단체 시내버스 노선 정보를 정류장정보 테이블의 정보를 활용하여 제공하며, 노선번호 목록, 노선별경유 정류소 목록, 노선정보항목 등을 조회할 수 있다.",국토교통부,버스노선정보조회서비스
"전국 및 지방자치단체 시내버스 정류소 정보를 정류장정보 테이블의 정보를 활용하여 제공하며, 정류소 번호, 정류소 GPS 위치정보를 기반으로 정류소 정보를 활용할 수 있다.",국토교통부,버스정류소정보조회서비스
"초단기실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.",기상청,(신)동네예보정보조회서비스
"전국 어류양식어업 어가에 대해 해상가두리, 육상수조식, 축제식의 어류양식어업을 하는 어가를 대상으로 생산량, 양식시설현황, 어가, 종업원 수 등을 매월 조사하여 관리하는 시스템으로 매월 각 지역별 어류양식현황을 집계하여 공표하는 지정통계시스템",해양수산부,양식어종수별 어가현황
"어류양식통계란?

전국 어류양식어업 어가에 대해 해상가두리, 육상수조식, 축제식의 어류양식어업을 하는 어가를 대상으로 생산량, 양식시설현황, 어가, 종업원 수 등을 매월 조사하여 관리하는 시스템으로 매월 각 지역별 어류양식현황을 집계하여 공표하는 지정통계시스템",해양수산부,양식방법별 어가현황
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"생활기상정보에 황사정보 중 부이관측,등대관측,등표관측 정보를 조회하는 서비스입니다",기상청,해양정보조회서비스
"해양관측자료(부이, 등표, 파고부이)의 관측개시연도, 지점일람표, 부이, 등표, 파고부이의 일값과 월값 정보를 조회하는 해양관측자료(부이, 등표, 파고부이) 월값(월보) 조회 서비스",기상청,"해양관측자료(부이, 등표, 파고부이) 월보"
"부동산 거래신고에 관한 법률에 따라 신고된 단독다가구 매매 자료(단독다가구, 면적등)를 제공하는 단독다가구 매매 신고 조회 서비스",국토교통부,단독/다가구 매매 실거래 자료
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"초단기실황, 초단기예보,동네예보 정보를 조회하는 서비스입니다.",기상청,(신)동네예보정보조회서비스
"중기예보정보는 기상전망, 육상예보, 기온, 해상예보 정보를 조회하는 서비스입니다.",기상청,중기예보정보조회서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
,기타,"아이사랑포털: 어린이집별 기본정보 조회, 보육정보공개"
건강보험심사평가원에서 사용되는 각종 병원 코드정보를 조회하는 서비스,건강보험심사평가원,병원코드정보서비스
건강보험심사평가원에서 관리하는 병원 정보를 조회하는 서비스,건강보험심사평가원,병원정보서비스
